Year,RM,Crop,Yield
2023,247,Oats,87.3
2024,247,Oats,87.6
2025,247,Oats,101.3
1938,248,Oats,30.0
1939,248,Oats,20.0
1940,248,Oats,19.0
1941,248,Oats,15.0
1942,248,Oats,30.0
1943,248,Oats,27.0
1945,248,Oats,23.0
1946,248,Oats,32.0
1947,248,Oats,18.0
1948,248,Oats,23.0
1949,248,Oats,34.0
1951,248,Oats,38.0
1952,248,Oats,40.0
1953,248,Oats,50.0
1954,248,Oats,23.0
1955,248,Oats,45.0
1956,248,Oats,51.0
1957,248,Oats,30.0
1958,248,Oats,24.0
1959,248,Oats,30.0
1960,248,Oats,40.0
1961,248,Oats,5.0
1962,248,Oats,54.0
1963,248,Oats,50.0
1964,248,Oats,32.0
1965,248,Oats,65.0
1966,248,Oats,68.0
1967,248,Oats,19.0
1968,248,Oats,35.0
1969,248,Oats,50.0
1970,248,Oats,52.0
1971,248,Oats,60.0
1972,248,Oats,50.0
1973,248,Oats,50.0
1974,248,Oats,40.0
1976,248,Oats,60.0
1977,248,Oats,62.0
1978,248,Oats,59.0
1979,248,Oats,33.0
1980,248,Oats,33.0
1981,248,Oats,53.0
1982,248,Oats,57.0
1983,248,Oats,53.4
1984,248,Oats,34.7
1985,248,Oats,55.0
1986,248,Oats,67.4
1987,248,Oats,68.0
1988,248,Oats,26.6
1989,248,Oats,37.7
1990,248,Oats,60.0
1991,248,Oats,50.0
1992,248,Oats,30.0
1993,248,Oats,47.1
1994,248,Oats,40.0
1995,248,Oats,56.3
1996,248,Oats,55.2
1997,248,Oats,49.3
1998,248,Oats,59.1
1999,248,Oats,51.5
2000,248,Oats,54.8
2001,248,Oats,42.1
2002,248,Oats,42.1
2003,248,Oats,44.5
2004,248,Oats,77.9
2005,248,Oats,60.1
2007,248,Oats,64.3
2008,248,Oats,71.8
2009,248,Oats,71.2
2010,248,Oats,62.7
2011,248,Oats,61.4
2012,248,Oats,52.0
2013,248,Oats,85.7
2014,248,Oats,59.79
2015,248,Oats,69.72
2016,248,Oats,107.6
2017,248,Oats,65.68
2018,248,Oats,81.0
2019,248,Oats,100.2
2020,248,Oats,87.1
2021,248,Oats,46.5
2022,248,Oats,110.7
2023,248,Oats,69.3
2024,248,Oats,68.0
1938,250,Oats,25.0
1939,250,Oats,12.0
1940,250,Oats,22.0
1941,250,Oats,18.0
1942,250,Oats,46.0
1943,250,Oats,28.0
1944,250,Oats,33.0
1945,250,Oats,26.0
1946,250,Oats,23.0
1947,250,Oats,11.0
1948,250,Oats,10.0
1949,250,Oats,19.0
1950,250,Oats,17.0
1951,250,Oats,45.0
1952,250,Oats,50.0
1953,250,Oats,46.0
1954,250,Oats,41.0
1955,250,Oats,44.0
1956,250,Oats,57.0
1957,250,Oats,37.0
1958,250,Oats,31.0
1959,250,Oats,29.0
1960,250,Oats,36.0
1961,250,Oats,15.0
1962,250,Oats,29.0
1963,250,Oats,62.0
1964,250,Oats,23.0
1965,250,Oats,56.0
1966,250,Oats,61.0
1967,250,Oats,35.0
1968,250,Oats,41.0
1969,250,Oats,48.0
1970,250,Oats,54.0
1971,250,Oats,62.0
1972,250,Oats,40.0
1973,250,Oats,57.0
1974,250,Oats,29.0
1975,250,Oats,44.0
1976,250,Oats,60.0
1977,250,Oats,55.0
1978,250,Oats,51.0
1979,250,Oats,45.0
1980,250,Oats,33.0
1981,250,Oats,50.0
1982,250,Oats,52.0
1983,250,Oats,47.9
1984,250,Oats,33.0
1985,250,Oats,39.2
1986,250,Oats,56.0
1987,250,Oats,54.0
1988,250,Oats,14.8
1989,250,Oats,25.0
1990,250,Oats,45.0
1991,250,Oats,55.0
1992,250,Oats,65.0
1993,250,Oats,65.0
1994,250,Oats,70.0
1995,250,Oats,65.0
1996,250,Oats,65.0
1997,250,Oats,43.1
1998,250,Oats,51.2
1999,250,Oats,79.0
2000,250,Oats,65.7
2001,250,Oats,32.4
2002,250,Oats,25.3
2003,250,Oats,44.1
2004,250,Oats,74.6
2008,250,Oats,62.4
2010,250,Oats,54.1
2011,250,Oats,64.5
2012,250,Oats,66.0
2013,250,Oats,68.3
2014,250,Oats,38.91
2015,250,Oats,44.36
2016,250,Oats,48.9
2021,250,Oats,27.7
2022,250,Oats,58.8
2024,250,Oats,80.8
1938,251,Oats,26.0
1939,251,Oats,29.0
1940,251,Oats,31.0
1941,251,Oats,10.0
1942,251,Oats,51.0
1943,251,Oats,29.0
1944,251,Oats,38.0
1945,251,Oats,21.0
1946,251,Oats,16.0
1947,251,Oats,11.0
1948,251,Oats,16.0
1949,251,Oats,13.0
1950,251,Oats,22.0
1951,251,Oats,36.0
1952,251,Oats,48.0
1953,251,Oats,47.0
1954,251,Oats,38.0
1955,251,Oats,39.0
1956,251,Oats,45.0
1957,251,Oats,28.0
1958,251,Oats,24.0
1959,251,Oats,21.0
1960,251,Oats,36.0
1961,251,Oats,16.0
1962,251,Oats,45.0
1963,251,Oats,59.0
1964,251,Oats,28.0
1965,251,Oats,55.0
1966,251,Oats,62.0
1967,251,Oats,33.0
1968,251,Oats,34.0
1969,251,Oats,54.0
1970,251,Oats,57.0
1971,251,Oats,60.0
1972,251,Oats,42.0
1973,251,Oats,57.0
1974,251,Oats,50.0
1975,251,Oats,42.0
1976,251,Oats,60.0
1977,251,Oats,55.0
1978,251,Oats,57.0
1979,251,Oats,28.0
1980,251,Oats,35.0
1981,251,Oats,50.0
1982,251,Oats,55.0
1983,251,Oats,50.3
1984,251,Oats,24.6
1985,251,Oats,25.0
1986,251,Oats,60.0
1987,251,Oats,55.0
1988,251,Oats,15.0
1989,251,Oats,31.0
1990,251,Oats,50.0
1991,251,Oats,53.3
1992,251,Oats,40.0
1993,251,Oats,55.0
1994,251,Oats,70.0
1995,251,Oats,60.0
1996,251,Oats,68.4
1997,251,Oats,63.4
1998,251,Oats,42.1
1999,251,Oats,75.0
2000,251,Oats,40.0
2001,251,Oats,25.0
2002,251,Oats,47.5
2003,251,Oats,47.5
2004,251,Oats,62.5
2005,251,Oats,80.0
2006,251,Oats,66.1
2007,251,Oats,51.1
2008,251,Oats,70.0
2009,251,Oats,75.0
2010,251,Oats,60.0
2011,251,Oats,61.6
2012,251,Oats,54.0
2013,251,Oats,84.6
2014,251,Oats,84.17
2015,251,Oats,53.13
2016,251,Oats,44.5
2017,251,Oats,58.89
2018,251,Oats,66.5
2019,251,Oats,73.0
2020,251,Oats,73.0
2021,251,Oats,3.5
2022,251,Oats,103.7
2024,251,Oats,80.6
2025,251,Oats,79.8
1938,252,Oats,10.0
1939,252,Oats,28.0
1940,252,Oats,21.0
1941,252,Oats,9.0
1942,252,Oats,54.0
1943,252,Oats,33.0
1944,252,Oats,36.0
1945,252,Oats,20.0
1946,252,Oats,16.0
1947,252,Oats,16.0
1948,252,Oats,19.0
1949,252,Oats,2.0
1950,252,Oats,13.0
1951,252,Oats,35.0
1952,252,Oats,47.0
1953,252,Oats,48.0
1954,252,Oats,32.0
1955,252,Oats,37.0
1956,252,Oats,45.0
1957,252,Oats,34.0
1958,252,Oats,27.0
1959,252,Oats,32.0
1960,252,Oats,37.0
1961,252,Oats,11.0
1962,252,Oats,33.0
1963,252,Oats,57.0
1964,252,Oats,32.0
1965,252,Oats,53.0
1966,252,Oats,58.0
1967,252,Oats,21.0
1968,252,Oats,36.0
1969,252,Oats,57.0
1970,252,Oats,59.0
1971,252,Oats,61.0
1972,252,Oats,39.0
1973,252,Oats,41.0
1974,252,Oats,29.0
1975,252,Oats,40.0
1976,252,Oats,65.0
1977,252,Oats,65.0
1978,252,Oats,53.0
1979,252,Oats,34.0
1980,252,Oats,35.0
1981,252,Oats,45.0
1982,252,Oats,58.0
1983,252,Oats,49.0
1984,252,Oats,26.0
1985,252,Oats,38.8
1986,252,Oats,47.5
1987,252,Oats,45.0
1988,252,Oats,19.0
1989,252,Oats,33.6
1990,252,Oats,55.0
1991,252,Oats,47.5
1992,252,Oats,53.8
1993,252,Oats,70.0
1994,252,Oats,65.0
1995,252,Oats,50.0
1996,252,Oats,68.5
1997,252,Oats,40.0
1998,252,Oats,49.3
1999,252,Oats,54.9
2000,252,Oats,39.7
2001,252,Oats,31.2
2002,252,Oats,39.0
2003,252,Oats,70.5
2004,252,Oats,35.7
2005,252,Oats,77.5
2006,252,Oats,64.4
2007,252,Oats,42.6
2008,252,Oats,67.6
2009,252,Oats,67.4
2010,252,Oats,46.7
2011,252,Oats,42.7
2012,252,Oats,58.3
2013,252,Oats,84.6
2015,252,Oats,116.93
2016,252,Oats,60.0
2019,252,Oats,100.0
2020,252,Oats,80.0
2022,252,Oats,81.1
2023,252,Oats,7.1
1938,253,Oats,13.0
1939,253,Oats,22.0
1940,253,Oats,10.0
1941,253,Oats,8.0
1942,253,Oats,40.0
1943,253,Oats,35.0
1944,253,Oats,30.0
1945,253,Oats,17.0
1946,253,Oats,5.0
1947,253,Oats,9.0
1948,253,Oats,6.0
1949,253,Oats,6.0
1950,253,Oats,5.0
1951,253,Oats,50.0
1952,253,Oats,25.0
1953,253,Oats,40.0
1954,253,Oats,30.0
1955,253,Oats,37.0
1956,253,Oats,40.0
1957,253,Oats,20.0
1958,253,Oats,16.0
1959,253,Oats,30.0
1960,253,Oats,35.0
1961,253,Oats,9.0
1962,253,Oats,17.0
1963,253,Oats,48.0
1964,253,Oats,23.0
1965,253,Oats,43.0
1966,253,Oats,39.0
1967,253,Oats,18.0
1968,253,Oats,33.0
1969,253,Oats,50.0
1970,253,Oats,58.0
1971,253,Oats,57.0
1972,253,Oats,37.0
1973,253,Oats,40.0
1974,253,Oats,20.0
1975,253,Oats,45.0
1977,253,Oats,65.0
1978,253,Oats,45.0
1979,253,Oats,33.0
1980,253,Oats,32.0
1981,253,Oats,45.0
1982,253,Oats,73.0
1983,253,Oats,50.3
1984,253,Oats,23.5
1985,253,Oats,31.3
1986,253,Oats,70.0
1987,253,Oats,59.0
1988,253,Oats,17.3
1989,253,Oats,32.5
1990,253,Oats,50.0
1991,253,Oats,45.0
1992,253,Oats,44.0
1993,253,Oats,70.0
1996,253,Oats,49.5
1997,253,Oats,33.7
1998,253,Oats,50.4
1999,253,Oats,60.1
2000,253,Oats,52.2
2001,253,Oats,27.0
2002,253,Oats,13.5
2003,253,Oats,31.4
2005,253,Oats,52.2
2006,253,Oats,42.4
2007,253,Oats,42.7
2008,253,Oats,70.0
2010,253,Oats,31.3
2013,253,Oats,65.3
2014,253,Oats,98.3
2015,253,Oats,55.33
2016,253,Oats,75.7
2018,253,Oats,46.0
2019,253,Oats,96.2
2020,253,Oats,80.5
2021,253,Oats,30.4
2022,253,Oats,38.1
1938,254,Oats,4.0
1939,254,Oats,27.0
1940,254,Oats,11.0
1941,254,Oats,4.0
1942,254,Oats,58.0
1943,254,Oats,27.0
1944,254,Oats,36.0
1945,254,Oats,19.0
1946,254,Oats,17.0
1947,254,Oats,8.0
1948,254,Oats,3.0
1949,254,Oats,3.0
1950,254,Oats,16.0
1951,254,Oats,36.0
1952,254,Oats,43.0
1953,254,Oats,38.0
1954,254,Oats,36.0
1955,254,Oats,37.0
1956,254,Oats,40.0
1957,254,Oats,24.0
1958,254,Oats,18.0
1959,254,Oats,31.0
1960,254,Oats,41.0
1961,254,Oats,9.0
1962,254,Oats,26.0
1963,254,Oats,44.0
1964,254,Oats,19.0
1965,254,Oats,39.0
1966,254,Oats,46.0
1967,254,Oats,19.0
1968,254,Oats,41.0
1969,254,Oats,52.0
1970,254,Oats,55.0
1971,254,Oats,61.0
1972,254,Oats,44.0
1973,254,Oats,36.0
1974,254,Oats,32.0
1975,254,Oats,43.0
1976,254,Oats,57.0
1977,254,Oats,57.0
1978,254,Oats,38.0
1979,254,Oats,31.0
1980,254,Oats,30.0
1981,254,Oats,42.0
1982,254,Oats,53.0
1983,254,Oats,50.8
1984,254,Oats,22.0
1985,254,Oats,23.1
1986,254,Oats,44.2
1987,254,Oats,63.0
1988,254,Oats,17.2
1989,254,Oats,29.3
1990,254,Oats,53.2
1991,254,Oats,57.5
1992,254,Oats,60.0
1993,254,Oats,65.0
1994,254,Oats,65.0
1995,254,Oats,60.0
1996,254,Oats,70.0
1997,254,Oats,47.2
1998,254,Oats,48.2
1999,254,Oats,65.7
2000,254,Oats,70.0
2001,254,Oats,30.0
2002,254,Oats,13.5
2003,254,Oats,18.1
2004,254,Oats,50.0
2005,254,Oats,54.2
2006,254,Oats,52.7
2007,254,Oats,54.3
2010,254,Oats,80.9
2011,254,Oats,78.0
2015,254,Oats,66.98
2016,254,Oats,55.0
1938,255,Oats,4.0
1939,255,Oats,44.0
1940,255,Oats,19.0
1941,255,Oats,9.0
1942,255,Oats,58.0
1943,255,Oats,27.0
1944,255,Oats,32.0
1945,255,Oats,15.0
1946,255,Oats,21.0
1947,255,Oats,14.0
1948,255,Oats,14.0
1949,255,Oats,4.0
1950,255,Oats,10.0
1951,255,Oats,42.0
1952,255,Oats,50.0
1953,255,Oats,44.0
1954,255,Oats,31.0
1955,255,Oats,39.0
1956,255,Oats,41.0
1957,255,Oats,35.0
1958,255,Oats,13.0
1959,255,Oats,31.0
1960,255,Oats,35.0
1961,255,Oats,9.0
1962,255,Oats,24.0
1963,255,Oats,50.0
1964,255,Oats,18.0
1965,255,Oats,40.0
1966,255,Oats,48.0
1967,255,Oats,21.0
1968,255,Oats,26.0
1969,255,Oats,42.0
1970,255,Oats,60.0
1971,255,Oats,58.0
1972,255,Oats,40.0
1973,255,Oats,30.0
1974,255,Oats,38.0
1975,255,Oats,48.0
1976,255,Oats,55.0
1977,255,Oats,47.0
1978,255,Oats,36.0
1979,255,Oats,34.0
1980,255,Oats,40.0
1981,255,Oats,38.0
1982,255,Oats,73.0
1983,255,Oats,56.0
1984,255,Oats,21.9
1985,255,Oats,21.0
1986,255,Oats,65.0
1987,255,Oats,70.0
1988,255,Oats,12.7
1989,255,Oats,45.0
1990,255,Oats,68.3
1991,255,Oats,39.9
1992,255,Oats,55.0
1993,255,Oats,80.0
1994,255,Oats,65.0
1995,255,Oats,50.0
1996,255,Oats,49.7
1997,255,Oats,48.5
1998,255,Oats,41.8
1999,255,Oats,46.4
2000,255,Oats,38.9
2001,255,Oats,33.2
2002,255,Oats,25.9
2003,255,Oats,32.8
2004,255,Oats,96.0
2005,255,Oats,64.3
2006,255,Oats,45.5
2007,255,Oats,40.9
2009,255,Oats,66.1
2011,255,Oats,24.8
2013,255,Oats,58.9
2014,255,Oats,59.57
2015,255,Oats,82.55
2016,255,Oats,80.0
2022,255,Oats,31.6
2023,255,Oats,29.7
1938,256,Oats,1.0
1939,256,Oats,45.0
1940,256,Oats,13.0
1941,256,Oats,4.0
1942,256,Oats,35.0
1944,256,Oats,40.0
1945,256,Oats,7.0
1946,256,Oats,18.0
1947,256,Oats,15.0
1951,256,Oats,41.0
1952,256,Oats,55.0
1953,256,Oats,48.0
1954,256,Oats,33.0
1955,256,Oats,45.0
1956,256,Oats,53.0
1957,256,Oats,40.0
1958,256,Oats,28.0
1959,256,Oats,33.0
1960,256,Oats,45.0
1961,256,Oats,8.0
1962,256,Oats,38.0
1963,256,Oats,57.0
1964,256,Oats,17.0
1965,256,Oats,55.0
1966,256,Oats,73.0
1967,256,Oats,25.0
1968,256,Oats,40.0
1969,256,Oats,54.0
1970,256,Oats,58.0
1971,256,Oats,56.0
1972,256,Oats,35.0
1973,256,Oats,38.0
1974,256,Oats,45.0
1975,256,Oats,50.0
1976,256,Oats,56.0
1977,256,Oats,58.0
1978,256,Oats,43.0
1979,256,Oats,44.0
1980,256,Oats,34.0
1981,256,Oats,46.0
1982,256,Oats,61.0
1983,256,Oats,44.7
1984,256,Oats,24.6
1985,256,Oats,22.8
1986,256,Oats,43.8
1987,256,Oats,55.0
1988,256,Oats,12.0
1989,256,Oats,23.0
1990,256,Oats,63.3
1991,256,Oats,58.0
1992,256,Oats,60.0
1993,256,Oats,70.0
1994,256,Oats,40.0
1995,256,Oats,62.5
1996,256,Oats,72.2
1997,256,Oats,37.1
1998,256,Oats,46.5
1999,256,Oats,55.4
2000,256,Oats,57.6
2001,256,Oats,28.0
2002,256,Oats,26.8
2003,256,Oats,18.7
2004,256,Oats,38.1
2005,256,Oats,31.5
2006,256,Oats,47.3
2007,256,Oats,37.6
2010,256,Oats,65.0
2011,256,Oats,55.8
2014,256,Oats,59.18
2015,256,Oats,71.0
2016,256,Oats,66.6
2019,256,Oats,65.9
2021,256,Oats,34.0
2022,256,Oats,22.2
2024,256,Oats,38.6
1938,257,Oats,30.0
1939,257,Oats,61.0
1940,257,Oats,55.0
1941,257,Oats,17.0
1942,257,Oats,74.0
1943,257,Oats,29.0
1944,257,Oats,26.0
1945,257,Oats,18.0
1946,257,Oats,38.0
1947,257,Oats,17.0
1948,257,Oats,30.0
1949,257,Oats,12.0
1950,257,Oats,48.0
1951,257,Oats,44.0
1952,257,Oats,47.0
1953,257,Oats,40.0
1954,257,Oats,37.0
1955,257,Oats,34.0
1956,257,Oats,53.0
1957,257,Oats,38.0
1958,257,Oats,32.0
1959,257,Oats,34.0
1960,257,Oats,38.0
1961,257,Oats,11.0
1962,257,Oats,28.0
1963,257,Oats,55.0
1964,257,Oats,17.0
1965,257,Oats,43.0
1966,257,Oats,75.0
1967,257,Oats,34.0
1968,257,Oats,45.0
1969,257,Oats,52.0
1970,257,Oats,67.0
1971,257,Oats,59.0
1972,257,Oats,43.0
1973,257,Oats,48.0
1974,257,Oats,46.0
1975,257,Oats,52.0
1976,257,Oats,62.0
1977,257,Oats,65.0
1978,257,Oats,57.0
1979,257,Oats,45.0
1980,257,Oats,34.0
1981,257,Oats,46.0
1982,257,Oats,73.0
1983,257,Oats,52.1
1984,257,Oats,36.4
1985,257,Oats,24.0
1986,257,Oats,53.0
1987,257,Oats,31.3
1988,257,Oats,10.0
1989,257,Oats,23.3
1990,257,Oats,47.5
1991,257,Oats,84.5
1992,257,Oats,40.0
1993,257,Oats,85.3
1994,257,Oats,54.3
1995,257,Oats,58.8
1996,257,Oats,49.4
1997,257,Oats,40.8
1999,257,Oats,66.3
2000,257,Oats,46.4
2001,257,Oats,17.0
2002,257,Oats,8.5
2003,257,Oats,20.3
2004,257,Oats,37.1
2005,257,Oats,86.0
2011,257,Oats,48.7
2013,257,Oats,64.6
2014,257,Oats,41.11
2015,257,Oats,41.1
2016,257,Oats,49.5
2022,257,Oats,21.5
2023,257,Oats,24.1
2025,257,Oats,99.7
1938,259,Oats,34.0
1939,259,Oats,49.0
1940,259,Oats,65.0
1941,259,Oats,34.0
1942,259,Oats,65.0
1943,259,Oats,20.0
1944,259,Oats,16.0
1945,259,Oats,15.0
1946,259,Oats,35.0
1947,259,Oats,26.0
1948,259,Oats,24.0
1949,259,Oats,15.0
1950,259,Oats,25.0
1951,259,Oats,51.0
1952,259,Oats,64.0
1953,259,Oats,55.0
1954,259,Oats,37.0
1955,259,Oats,38.0
1956,259,Oats,49.0
1957,259,Oats,39.0
1958,259,Oats,47.0
1959,259,Oats,45.0
1960,259,Oats,35.0
1961,259,Oats,25.0
1962,259,Oats,48.0
1963,259,Oats,57.0
1964,259,Oats,27.0
1965,259,Oats,53.0
1966,259,Oats,69.0
1967,259,Oats,34.0
1968,259,Oats,65.0
1969,259,Oats,53.0
1970,259,Oats,67.0
1971,259,Oats,61.0
1972,259,Oats,53.0
1973,259,Oats,53.0
1974,259,Oats,54.0
1975,259,Oats,60.0
1976,259,Oats,66.0
1977,259,Oats,60.0
1978,259,Oats,68.0
1979,259,Oats,60.0
1980,259,Oats,60.0
1981,259,Oats,48.0
1982,259,Oats,70.0
1983,259,Oats,60.2
1984,259,Oats,52.5
1985,259,Oats,31.0
1986,259,Oats,66.7
1987,259,Oats,70.0
1988,259,Oats,18.3
1989,259,Oats,35.0
1990,259,Oats,48.7
1991,259,Oats,30.0
1992,259,Oats,40.0
1993,259,Oats,82.3
1994,259,Oats,37.0
1995,259,Oats,47.5
1996,259,Oats,57.9
1997,259,Oats,55.0
1998,259,Oats,56.1
1999,259,Oats,56.6
2000,259,Oats,57.1
2004,259,Oats,45.3
2005,259,Oats,77.8
2006,259,Oats,25.3
2008,259,Oats,30.0
2013,259,Oats,59.0
2014,259,Oats,53.54
2015,259,Oats,71.84
2016,259,Oats,70.0
1938,260,Oats,31.0
1939,260,Oats,49.0
1940,260,Oats,64.0
1941,260,Oats,40.0
1942,260,Oats,66.0
1943,260,Oats,20.0
1944,260,Oats,21.0
1945,260,Oats,19.0
1946,260,Oats,41.0
1947,260,Oats,36.0
1948,260,Oats,21.0
1949,260,Oats,14.0
1950,260,Oats,34.0
1951,260,Oats,59.0
1952,260,Oats,61.0
1953,260,Oats,51.0
1954,260,Oats,35.0
1955,260,Oats,43.0
1956,260,Oats,58.0
1957,260,Oats,36.0
1958,260,Oats,36.0
1959,260,Oats,36.0
1960,260,Oats,29.0
1961,260,Oats,33.0
1962,260,Oats,64.0
1963,260,Oats,69.0
1964,260,Oats,29.0
1965,260,Oats,48.0
1966,260,Oats,65.0
1967,260,Oats,40.0
1968,260,Oats,61.0
1969,260,Oats,48.0
1970,260,Oats,68.0
1971,260,Oats,61.0
1972,260,Oats,50.0
1973,260,Oats,48.0
1974,260,Oats,50.0
1975,260,Oats,54.0
1976,260,Oats,68.0
1977,260,Oats,55.0
1978,260,Oats,61.0
1979,260,Oats,60.0
1980,260,Oats,38.0
1981,260,Oats,43.0
1982,260,Oats,56.0
1983,260,Oats,45.0
1984,260,Oats,40.0
1985,260,Oats,25.7
1986,260,Oats,65.0
1987,260,Oats,60.0
1988,260,Oats,20.0
1989,260,Oats,15.0
1990,260,Oats,30.0
1991,260,Oats,40.0
1992,260,Oats,40.0
1993,260,Oats,93.3
1994,260,Oats,50.0
1995,260,Oats,50.0
1996,260,Oats,56.4
1997,260,Oats,43.5
2000,260,Oats,34.7
2003,260,Oats,24.7
2010,260,Oats,90.0
2011,260,Oats,80.1
2013,260,Oats,70.0
2015,260,Oats,52.0
1938,261,Oats,14.0
1939,261,Oats,29.0
1940,261,Oats,52.0
1941,261,Oats,20.0
1942,261,Oats,50.0
1943,261,Oats,18.0
1944,261,Oats,4.0
1945,261,Oats,10.0
1946,261,Oats,20.0
1947,261,Oats,18.0
1948,261,Oats,12.0
1949,261,Oats,22.0
1950,261,Oats,30.0
1951,261,Oats,28.0
1952,261,Oats,50.0
1953,261,Oats,45.0
1954,261,Oats,32.0
1955,261,Oats,51.0
1956,261,Oats,48.0
1957,261,Oats,40.0
1958,261,Oats,34.0
1959,261,Oats,37.0
1960,261,Oats,22.0
1961,261,Oats,17.0
1962,261,Oats,38.0
1963,261,Oats,55.0
1964,261,Oats,27.0
1965,261,Oats,44.0
1966,261,Oats,57.0
1967,261,Oats,25.0
1968,261,Oats,36.0
1969,261,Oats,50.0
1970,261,Oats,66.0
1971,261,Oats,58.0
1972,261,Oats,48.0
1973,261,Oats,48.0
1974,261,Oats,45.0
1975,261,Oats,48.0
1976,261,Oats,60.0
1977,261,Oats,35.0
1978,261,Oats,55.0
1979,261,Oats,37.0
1980,261,Oats,35.0
1981,261,Oats,35.0
1982,261,Oats,70.0
1983,261,Oats,45.3
1984,261,Oats,33.0
1985,261,Oats,26.3
1986,261,Oats,69.2
1987,261,Oats,44.8
1988,261,Oats,19.0
1989,261,Oats,31.8
1990,261,Oats,15.0
1991,261,Oats,50.0
1992,261,Oats,40.0
1993,261,Oats,70.0
1994,261,Oats,55.0
1995,261,Oats,58.2
1996,261,Oats,40.0
1998,261,Oats,31.5
2002,261,Oats,15.0
2004,261,Oats,37.1
2013,261,Oats,45.8
2014,261,Oats,24.51
2015,261,Oats,73.75
2016,261,Oats,76.9
2020,261,Oats,22.4
2022,261,Oats,1.4
2023,261,Oats,20.0
1938,271,Oats,30.0
1939,271,Oats,28.0
1940,271,Oats,9.0
1941,271,Oats,22.0
1942,271,Oats,54.0
1943,271,Oats,57.0
1944,271,Oats,22.0
1945,271,Oats,48.0
1946,271,Oats,38.0
1947,271,Oats,37.0
1948,271,Oats,47.0
1949,271,Oats,37.0
1950,271,Oats,36.0
1951,271,Oats,50.0
1952,271,Oats,42.0
1953,271,Oats,51.0
1954,271,Oats,30.0
1955,271,Oats,46.0
1956,271,Oats,52.0
1957,271,Oats,30.0
1958,271,Oats,28.0
1959,271,Oats,46.0
1960,271,Oats,32.0
1961,271,Oats,8.0
1962,271,Oats,47.0
1963,271,Oats,52.0
1964,271,Oats,50.0
1965,271,Oats,58.0
1966,271,Oats,57.0
1967,271,Oats,38.0
1968,271,Oats,50.0
1969,271,Oats,60.0
1970,271,Oats,52.0
1971,271,Oats,60.0
1972,271,Oats,52.0
1973,271,Oats,53.0
1974,271,Oats,41.0
1975,271,Oats,45.0
1976,271,Oats,60.0
1977,271,Oats,50.0
1978,271,Oats,59.0
1979,271,Oats,35.0
1980,271,Oats,40.0
1981,271,Oats,65.0
1982,271,Oats,53.0
1983,271,Oats,60.6
1984,271,Oats,61.9
1985,271,Oats,69.6
1986,271,Oats,61.7
1987,271,Oats,70.8
1988,271,Oats,64.0
1989,271,Oats,69.0
1990,271,Oats,70.0
1991,271,Oats,55.0
1992,271,Oats,40.0
1993,271,Oats,60.0
1994,271,Oats,66.3
1995,271,Oats,69.3
1996,271,Oats,78.6
1997,271,Oats,66.6
1998,271,Oats,80.7
1999,271,Oats,71.2
2000,271,Oats,87.2
2001,271,Oats,71.4
2002,271,Oats,52.1
2003,271,Oats,64.2
2004,271,Oats,61.3
2005,271,Oats,71.9
2006,271,Oats,76.9
2007,271,Oats,48.9
2008,271,Oats,84.0
2009,271,Oats,80.1
2010,271,Oats,81.8
2011,271,Oats,87.1
2012,271,Oats,81.8
2013,271,Oats,91.7
2014,271,Oats,110.32
2015,271,Oats,97.99
2016,271,Oats,85.3
2017,271,Oats,95.18
2018,271,Oats,129.0
2019,271,Oats,121.8
2020,271,Oats,89.6
2021,271,Oats,73.3
2022,271,Oats,113.0
2023,271,Oats,66.7
2024,271,Oats,92.6
2025,271,Oats,98.6
1938,273,Oats,27.0
1939,273,Oats,26.0
1940,273,Oats,11.0
1941,273,Oats,16.0
1942,273,Oats,49.0
1943,273,Oats,56.0
1944,273,Oats,32.0
1945,273,Oats,46.0
1946,273,Oats,44.0
1947,273,Oats,42.0
1948,273,Oats,35.0
1949,273,Oats,34.0
1950,273,Oats,29.0
1951,273,Oats,56.0
1952,273,Oats,43.0
1953,273,Oats,53.0
1954,273,Oats,30.0
1955,273,Oats,36.0
1956,273,Oats,52.0
1957,273,Oats,32.0
1958,273,Oats,29.0
1959,273,Oats,37.0
1960,273,Oats,36.0
1961,273,Oats,10.0
1962,273,Oats,42.0
1963,273,Oats,54.0
1964,273,Oats,59.0
1965,273,Oats,59.0
1966,273,Oats,54.0
1967,273,Oats,27.0
1968,273,Oats,49.0
1969,273,Oats,58.0
1970,273,Oats,58.0
1971,273,Oats,58.0
1972,273,Oats,54.0
1973,273,Oats,50.0
1974,273,Oats,40.0
1975,273,Oats,42.0
1976,273,Oats,60.0
1977,273,Oats,50.0
1978,273,Oats,49.0
1979,273,Oats,26.0
1980,273,Oats,45.0
1981,273,Oats,63.0
1982,273,Oats,57.0
1983,273,Oats,53.6
1984,273,Oats,54.9
1985,273,Oats,56.4
1986,273,Oats,56.6
1987,273,Oats,62.9
1988,273,Oats,48.5
1989,273,Oats,48.6
1990,273,Oats,65.0
1991,273,Oats,67.5
1992,273,Oats,43.5
1993,273,Oats,78.2
1994,273,Oats,70.0
1995,273,Oats,73.4
1996,273,Oats,89.7
1997,273,Oats,64.2
1998,273,Oats,71.6
1999,273,Oats,73.6
2000,273,Oats,71.7
2001,273,Oats,60.6
2002,273,Oats,52.7
2003,273,Oats,53.0
2004,273,Oats,69.7
2005,273,Oats,83.2
2006,273,Oats,63.4
